"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","ATECO_2007","Ateco 2007","POSIZPROF","Posizione professionale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",1.697,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",2.174,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",2.771,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",2.428,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",2.116,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",1.381,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",2.064,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",2.124,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",2.868,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",1.851,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",1.414,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",2.05,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",2.442,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",1.508,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",2.26,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",1.991,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",2.396,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",1.856,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",1.982,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",2.749,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",2.998,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",10.952,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",11.576,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",11.869,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",10.267,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",10.095,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",10.773,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",10.199,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",12.399,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",9.791,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",10.701,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",10.451,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",10.403,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",9.061,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",10.543,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",11.799,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",9.777,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",9.83,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",9.271,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",9.94,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",10.064,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",11.446,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",11.062,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",11.062,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",11.085,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",12.577,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",0.68,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",0.54,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",0.521,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",1.093,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",0.568,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",0.726,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",1.049,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",0.533,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",0.861,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",0.462,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",0.763,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",0.727,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",1.407,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",0.467,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",0.45,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",0.404,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",0.392,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",0.403,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",0.199,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",0.623,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",0.831,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",0.34,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",0.454,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",1.048,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",1.481,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",63.917,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q2","T2-2016",62.935,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q1","T1-2016",64.302,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q4","T4-2016",64.947,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",63.483,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",62.336,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",61.198,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",63.786,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",59.284,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",65.077,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",61.824,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",54.279,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",50.053,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",63.046,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",79.916,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",57.177,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",44.724,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",49.246,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",65.517,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",69.223,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",57.045,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",49.464,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",52.886,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",60.138,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",65.692,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",4.583,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q2","T2-2016",3.339,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q1","T1-2016",3.551,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q4","T4-2016",6.391,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",5.052,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",8.763,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",9.079,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",7.972,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",12.348,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",5.654,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",9.313,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",9.859,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",15.455,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",7.515,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",4.422,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",6.912,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",10.408,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",5.256,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",9.062,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",2.922,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",9.046,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",9.656,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",9.797,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",8.052,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",8.679,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",56.236,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",71.442,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",48.655,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",41.327,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q3","T3-2016",63.52,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",52.649,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",37.514,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",59.717,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",57.629,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",55.736,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",46.14,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",43.151,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",38.331,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",52.373,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",50.704,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",55.341,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",55.754,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",61.836,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",51.309,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",52.467,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",47.812,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",46.692,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",41.366,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q3","T3-2020",51.528,,
"ITD3","Veneto","1","maschi","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",51.663,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016","2016",2.253,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q2","T2-2016",1.344,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q1","T1-2016",6.404,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2016-Q4","T4-2016",1.264,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017","2017",1.783,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q1","T1-2017",1.054,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q2","T2-2017",1.142,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q4","T4-2017",2.762,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2017-Q3","T3-2017",2.175,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018","2018",2.778,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q2","T2-2018",0.679,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q1","T1-2018",1.016,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q4","T4-2018",5.369,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2018-Q3","T3-2018",4.048,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019","2019",2.679,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q1","T1-2019",3.313,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q2","T2-2019",2.956,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q4","T4-2019",3.074,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2019-Q3","T3-2019",1.373,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020","2020",1.757,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q2","T2-2020",2.601,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q1","T1-2020",3.293,,
"ITD3","Veneto","2","femmine","Y_GE15","15 anni e più","F","costruzioni","2","indipendenti","2020-Q4","T4-2020",1.133,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",13.775,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q2","T2-2016",9.493,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q1","T1-2016",13.129,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q4","T4-2016",15.589,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016-Q3","T3-2016",16.888,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017","2017",10.539,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q1","T1-2017",10.739,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q2","T2-2017",11.107,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q4","T4-2017",9.773,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2017-Q3","T3-2017",10.537,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018","2018",12.964,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q2","T2-2018",14.401,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q1","T1-2018",11.842,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q4","T4-2018",12.697,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2018-Q3","T3-2018",12.916,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019","2019",18.405,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q1","T1-2019",17.904,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q2","T2-2019",20.625,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q4","T4-2019",16.082,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2019-Q3","T3-2019",19.008,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020","2020",17.901,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q2","T2-2020",19.723,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q1","T1-2020",16.298,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q3","T3-2020",20.148,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2020-Q4","T4-2020",15.436,,
"ITD4","Friuli-Venezia Giulia","2","femmine","Y_GE15","15 anni e più","F","costruzioni","1","dipendenti","2016","2016",1.364,,
