Anno,Regione,Settore__attività_economica,Nazionalità,sesso,Tipologia_variazione,Classe_di_età,Presenza_part_time,tipologia_incentivo,Numero_variazioni
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,50.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,5.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,8.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,186.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,4.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,89.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,31.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,11.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Esonero giovani,2.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,6.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Esonero giovani,5.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,11.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,31.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,41.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Nessuna agevolazione,5.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,7.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,7.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,15.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,10.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,11.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati da rapporti stagionali,Fino a 29,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,19.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Altro,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,102.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,40.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Altro,2.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,142.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,5.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,175.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,8.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,344.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,26.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,2.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,61.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Esonero giovani,4.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Esonero giovani,8.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,25.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,8.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Esonero giovani,2.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,58.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,9.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,10.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,17.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,5.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,9.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,34.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,1.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,4.0
2019,Trentino-Alto-Adige,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati da rapporti stagionali,Fino a 29,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,12.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,16.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,18.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,14.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,5.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,12.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,3.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,12.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,24.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,40.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,8.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,20.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,4.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,4.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,6.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Servizi di informazione e comunicazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,2.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,12.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,19.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,17.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,4.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,24.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,10.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,11.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,20.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,3.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,25.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,5.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,11.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,1.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,2.0
2019,Trentino-Alto-Adige,Attivita' finanziarie e assicurative,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,1.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,2.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,1.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,7.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,3.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,4.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,2.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,1.0
2019,Trentino-Alto-Adige,Attivita' immobiliari,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,2.0
