"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","ATECO_2007","Ateco 2007","POSIZPROF","Posizione professionale","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q3","T3-2017",222.73,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018","2018",245.873,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q2","T2-2018",250.248,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q1","T1-2018",245.973,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q4","T4-2018",239.629,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q3","T3-2018",247.644,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019","2019",238.697,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q1","T1-2019",222.349,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q2","T2-2019",221.876,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q4","T4-2019",250.372,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q3","T3-2019",260.191,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020","2020",220.166,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q2","T2-2020",217.777,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q1","T1-2020",210.726,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q3","T3-2020",232.886,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q4","T4-2020",219.275,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017","2017",415.965,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q1","T1-2017",401.805,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q2","T2-2017",438.156,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q4","T4-2017",404.085,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q3","T3-2017",419.813,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018","2018",412.492,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q2","T2-2018",424.143,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q1","T1-2018",406.962,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q4","T4-2018",402.413,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q3","T3-2018",416.45,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019","2019",426.243,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q1","T1-2019",418.007,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q2","T2-2019",439.087,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q4","T4-2019",426.112,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q3","T3-2019",421.768,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020","2020",427.748,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q2","T2-2020",423.24,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q1","T1-2020",454.982,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q3","T3-2020",408.761,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q4","T4-2020",424.01,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017","2017",238.99,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q1","T1-2017",260.391,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q2","T2-2017",248.618,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q4","T4-2017",224.604,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q3","T3-2017",222.347,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018","2018",238.743,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q2","T2-2018",242.095,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q1","T1-2018",257.583,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q4","T4-2018",226.159,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q3","T3-2018",229.135,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019","2019",244.33,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q1","T1-2019",232.816,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q2","T2-2019",250.995,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q4","T4-2019",228.163,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q3","T3-2019",265.345,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020","2020",228.559,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q2","T2-2020",239.282,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q1","T1-2020",221.059,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q3","T3-2020",232.387,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q4","T4-2020",221.508,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017","2017",332.079,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q1","T1-2017",300.544,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q2","T2-2017",316.157,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q4","T4-2017",344.523,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q3","T3-2017",367.091,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018","2018",343.122,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q2","T2-2018",353.353,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q1","T1-2018",347.59,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q4","T4-2018",327.848,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q3","T3-2018",343.698,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019","2019",353.571,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q1","T1-2019",373.306,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q2","T2-2019",365.054,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q4","T4-2019",336.834,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q3","T3-2019",339.091,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020","2020",324.317,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q2","T2-2020",310.996,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q1","T1-2020",343.568,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q3","T3-2020",327.76,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q4","T4-2020",314.945,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017","2017",190.513,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q1","T1-2017",184.462,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q2","T2-2017",199.578,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q4","T4-2017",175.427,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q3","T3-2017",202.584,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018","2018",183.572,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q2","T2-2018",195.093,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q1","T1-2018",184.07,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q4","T4-2018",174.862,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q3","T3-2018",180.265,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019","2019",175.491,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q1","T1-2019",182.061,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q2","T2-2019",188.653,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q4","T4-2019",162.684,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q3","T3-2019",168.568,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020","2020",164.478,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q2","T2-2020",173.952,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q1","T1-2020",167.313,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q3","T3-2020",161.256,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","ITL","italiano-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q4","T4-2020",155.39,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017","2017",94.961,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q1","T1-2017",93.21,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q2","T2-2017",99.799,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q4","T4-2017",88.257,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q3","T3-2017",98.58,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018","2018",91.058,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q2","T2-2018",92.512,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q1","T1-2018",89.611,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q4","T4-2018",92.554,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q3","T3-2018",89.554,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019","2019",92.599,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q1","T1-2019",95.069,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q2","T2-2019",94.341,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q4","T4-2019",88.043,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q3","T3-2019",92.944,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020","2020",77.254,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q2","T2-2020",79.195,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q1","T1-2020",85.787,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q3","T3-2020",78.6,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q4","T4-2020",65.436,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017","2017",45.466,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q1","T1-2017",49.135,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q2","T2-2017",42.649,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q4","T4-2017",43.951,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2017-Q3","T3-2017",46.128,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018","2018",41.345,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q2","T2-2018",33.394,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q1","T1-2018",37.326,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q4","T4-2018",44.743,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2018-Q3","T3-2018",49.916,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019","2019",41.293,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q1","T1-2019",33.996,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q2","T2-2019",37.815,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q4","T4-2019",45.31,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2019-Q3","T3-2019",48.051,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020","2020",33.592,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q2","T2-2020",29.531,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q1","T1-2020",29.953,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q3","T3-2020",41.715,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","2","indipendenti","2020-Q4","T4-2020",33.17,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017","2017",70.845,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q1","T1-2017",53.754,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q2","T2-2017",64.627,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q4","T4-2017",80.534,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2017-Q3","T3-2017",84.465,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018","2018",68.395,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q2","T2-2018",71.474,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q1","T1-2018",69.35,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q4","T4-2018",59.715,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2018-Q3","T3-2018",73.04,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019","2019",68.835,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q1","T1-2019",69.891,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q2","T2-2019",71.518,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q4","T4-2019",65.155,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2019-Q3","T3-2019",68.775,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020","2020",59.147,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q2","T2-2020",62.614,,
"ITC","Nord-ovest","1","maschi","Y_GE15","15 anni e più","FRG","straniero-a","0026","commercio, alberghi e ristoranti (g,i)","1","dipendenti","2020-Q1","T1-2020",59.075,,
